,id,name,type,time_limit,score,passed_minimum,level,price,number_of_questions,quiz_session_number_of_user,quiz_session_avg_user_score,questtions
75,191,GRAMMAR QUIZ - 57. Adjective Prepositions Constructions,2,1800,10,5,8,0.0,10,0,0.0,venice is famous its canals my son is afraid the dark maria is married my cousin the second hotel was different the first lucas is very good drawing im tired waiting for the bus lets take a taxi george was worried his fathers health i didnt know you were interested science why are you angry him we were very pleased the service
76,192,"GRAMMAR QUIZ - 58. Anything, nothing, something, everything",2,1800,10,5,8,0.0,10,0,0.0,i dont have to do today are there dogs in the house i know about it there is i need to do tomorrow afternoon my friend doesnt know about her birthday party did you bring you need for the trip if there is you need you can call me okay i think there is wrong with my vcr it is not working very well my friends decisions have to do with me my mom asked me how i was and i said was fine
77,193,GRAMMAR QUIZ - 59. American homophones,2,1800,10,5,8,0.0,10,0,0.0,i would eat 247 if i could get away with it my friend said she doesnt any foreign languages we took the kids swimming all morning now completely exhausted my friends dog always chases tail every time i go on a trip i leave my dog in a the of my school was overwhelmingly strict the chocolate chip cookies are on five there are millions of people in third world countries christina loves to hey tom hows the in tulsa today
78,194,"GRAMMAR QUIZ - 60. Pronouns: who, whose, whom, which",2,1800,10,5,8,0.0,10,0,0.0,this is the teacher told me my son has been misbehaving in class my husband i love sent me flowers at work last night this is the girl car hit that tree last week those were the boxes were sent to you last month but never made it here is going to take the dog for a walk shall i fear but the ones who hurt me i asked you of these shoes you think would go with my outfit house is this anyway are we allowed to stay here i have friends love me so much that they threw a surprise birthday party for me last night that young man to we owe many thanks saved our moms life after the car accident
79,195,"GRAMMAR QUIZ - 61. Some, any, few, little",2,1800,10,5,8,0.0,10,0,0.0,wow look at that how books do you have on your shelves i have to tell you its a great collection would you like juice how money do you have i only have dollars i want to make orange juice have you got oranges no i dont but i have apples if youd like to make apple juice instead there are people trying to go to the u2 concert this weekend how many gallons of water did you bring for the trip i just have gallons jessica spent a lot of money on her car now she only has money left to pay for her living expenses how time do you have left before you have to go to school
80,196,GRAMMAR QUIZ - 62. Prepositions Test,2,1800,10,5,8,0.0,10,0,0.0,i was jogging in the park this morning and saw this dog coming me it looked like he was going to attack me but he was just trying to reach his owner who was running right behind me barbara your boyfriend is waiting for you in the car i heard the sound of glass breaking in the living room and ran to see what had happened a pigeon had flown the window and broken it suzanne who lives that coffee shop came over to visit you this morning i dont know how many times i have told my daughter to look both ways before running the street my house is the grocery store and the gas station the temperature in washington dc today is eight degrees zero the cat is sitting the wall as soon as bob heard his boss coming he jumped his chair and prentended he was working frederick lives the hill where all the mansions are
81,197,GRAMMAR QUIZ - 63. Past Participle Sentences,2,1800,10,5,8,0.0,10,0,0.0,had i been able to go to school as a child i would have how to read i would have all night if i could but we all had to leave early because carmen didnt feel good adrian should have never home if he hadnt hed be in a better situation right now perhaps she would have been by that dog if its owner hadnt been faster and caught him right on time if it werent for that medicine you gave me i would have a lot worse last night i i was calling the police and today i really did it im glad to know that you have me for what i did after looking for him all day jeremy finally found his dog in a cave i would have pictures of my trip if i had had a camera when he finally arrived his date had already
82,198,GRAMMAR QUIZ - 64. ESL Prepositions,2,1800,10,5,8,0.0,10,0,0.0,the board meeting was called due to the sudden demise of the chief executive officer my father put 1000 as a deposit to help my sister purchase a new car i have some material from which i could knock an article if you want me to the finance director has come in a lot of criticism over his unsuccessful handling of the companys investments the factory churns thousands of pairs of low cost shoes every day low consumer demand has forced the retailer to mark a wide range of goods by as much as 40 mr and mrs jarrett must be making a fortune theyre clearly raking over 1000000 a year the clothing manufacturer recently branched into sportswear distributors will probably bump the price of the software when the next version is released the director was drummed of office when it was discovered that she had been involved in insider trading
83,199,GRAMMAR QUIZ - 65. Common English Errors (1),2,1800,10,5,8,0.0,10,0,0.0,there are many of jobs in oregon right now she ran over to the commotion to what was happening after some time vince to know the university campus very well dont forget about your daughters soccer game shell never you if you miss it when i drove into seattle yesterday afternoon the was still cloudy and wet im worried about her because she more pills than usual im so busy i hope youll my messy office space he was married fifty years i at six oclock in the morning every day we decided to bed this morning because last night wore us out
84,200,GRAMMAR QUIZ - 66. Common English Errors (2),2,1800,10,5,8,0.0,10,0,0.0,that book isnt in right now but we can one for you i some great books from the library this past weekend we always at the hotel by the marina when we go to san francisco i havent from anyone lately after the attack the woman quickly me as soon as possible its urgent people this place the forbidden forest ive been so busy with new clients that i hired new staff just to youre an asset to our team its difficult to understand what she in her job it seems very boring
85,201,GRAMMAR QUIZ - 67. Common English Errors (3),2,1800,10,5,8,0.0,10,0,0.0,people like this area a lot my brother is really nice to me after visiting several galaxies the aliens found themselves captivated by life on its one of the nicest countries i know it sounds unreasonable but it that she will never come back as soon as i picked up the rare object it you should after youve finished your lessons our friends whom we havent seen in a long time last night i keep my favorite ring a large heavy metal safe at home the world needs to depend on other energy sources oil and other non renewable resources
86,202,GRAMMAR QUIZ - 68. Common English Errors (4),2,1800,10,5,8,0.0,10,0,0.0,her mother when she was just a little girl if my back starts i cant go anywhere with you next week she was hoping the terrible argument would before the wedding after the car accident bob had to his endurance in rehabilitation classes my uncle has a long beard and a chest because of his age everyone thinks he should find a suitable mate and settle the movie was very shocking because it is a true story that took place in our state his speech was articulate and i asked him to his ideas our nanny has always been to us i with the book quickly
87,203,GRAMMAR QUIZ - 69. Common Quantity Nouns,2,1800,10,5,8,0.0,10,0,0.0,the boys gathered a bundle of over by the railroad tracks there was a heap of in the distance the onlookers could see a fleet of as she looked up she saw a flight of the flock of stayed together a swarm of gathered around the swamp a crowd of lined up to see what was happening there was a long row of near the beach the herd of kept eating as the wind blew past them in the show we saw many different schools of
88,204,GRAMMAR QUIZ - 70. Using Make and Do (1),2,1800,10,5,8,0.0,10,0,0.0,the manager was surprised at how many things ron could at once she him a solemn promise that she would never steal again his teacher begged him to more of an effort in class we had so much fun in chicago we it in three days the business a lot of money this year the university research team stumbled upon something it a really big discovery his mother forced him to his homework every night after supper no matter how hard she pushed him she couldnt her son do the job properly the teacher suggested they another exercise to understand the problem better we only have one more pot of stew will it
89,205,GRAMMAR QUIZ - 71. Using Prepositions,2,1800,10,5,8,0.0,10,0,0.0,ralph was late work again he may be fired naomi is keen working in africa this coming year hes been suffering migraine headaches again all of chriss teachers agree that he is very good math to get a job as a secretary you must be good typing and answering phones because of his new shift he has to wake up 3 am every day such bad behavior is typical the spoiled child mary is so pleased her students grades this past year he was very angry his mother because she grounded him yesterday karen is very jealous kim and its very obvious to others
90,206,GRAMMAR QUIZ - 72. Using Make and Do (2),2,1800,10,5,8,0.0,10,0,0.0,even though the situation was not ideal they decided to a go of things she finally begged him to a move in their very long and tiresome chess game he was very proud of his car yesterday because during the race it 260 kmhr she suddenly realized that she only had a few days left on her vacation so she decided to the most of it im not quite ready yet i have to my hair his mother was late because she the beds before she left the house no one knows why he those terrible things in the past he was confused and couldnt up his mind about what to do next the teacher had to up a new syllabus because her old one was outdated they up quickly after their silly argument
91,207,GRAMMAR QUIZ - 73. Why Questions,2,1800,10,5,8,0.0,10,0,0.0,countries have a coastline on the mediterranean sea is measured by the richter scale does the word alphabet come from was the first man in space does nato stand for in year did prince charles marry did william jefferson clinton become president of the united states caribbean island does sir vivian richards come from was the youngest person to be elected president of the united states year did the first commercial aviation flight take place
92,208,"GRAMMAR QUIZ - 74. While, during and for",2,1800,10,5,8,0.0,10,0,0.0,my uncle died the war the phone rang i was eating brunch i lived in denpasar several years i was in geneva i made lots of friends last week i was held up four hours because of the traffic a salesman knocked on our door we were watching a movie i hurt my leg the third quarter of the basketball game a game of rugby usually lasts eighty minutes my stay in hospital the nurses looked after me very well i was traveling through mumbai six weeks last summer
93,209,"GRAMMAR QUIZ - 75. auxiliary verbs: was, did, have",2,1800,10,5,8,0.0,10,0,0.0,the flight delayed because of bad weather you do much sightseeing when you were on vacation in madrid they leaving for the airport when i last saw them i forgotten to set my alarm clock so i was late for my train it raining when you left your office this afternoon the employees informed last night that their company was going into receivership the police located the art work which been stolen from the gallery the fire caused by an electrical problem she was surprised that he knew her name she never met him before how many times your travel documents checked before you boarded the airplane
94,210,"GRAMMAR QUIZ - 76. Words with time: for, ago, since, on, at",2,1800,10,5,8,0.0,10,0,0.0,i graduated from college 2002 i like to go to bed midnight on saturdays he migrated to istanbul five years the artist had been painting two decades when he sold his first painting shakespeare was born 23 april 1564 in europe autumn begins september we always eat a roast dinner christmas day his pet anaconda died five months and he still misses it ive been studying italian i was five years old the chairman of the board has been working in the finance industry 1984
95,211,GRAMMAR QUIZ - 77. Common English phrases with prepositions,2,1800,10,5,8,0.0,10,0,0.0,i had an accident yesterday afternoon fortunately i didnt do too much damage my car simon isnt at school this week hes vacation were out coffee could you please go the supermarket and pick up some more this morning i received a cheque in the mail one thousand dollars youre really annoying me youre doing it purpose arent you can you tell the difference butter and margarine there have been many complaints your behavior the trouble my mother in law is that she doesnt listen to anybody im tired of cooking every night lets eat out a change have you got any photos your girlfriend
96,212,GRAMMAR QUIZ - 78. Articles in English Grammar,2,1800,10,5,8,0.0,10,0,0.0,i want to buy laptop computer next week can you please go to grocery store on fifth street and buy 2 cartons of milk please meet me at the train station in hour from now i like to watch tennis on television it is very good game my brother won an award for being best speller in our school hello my name is bob i havent anything to do tonight so if youre not busy would you like to watch movie or something with me i couldnt believe my eyes when i saw elephant crossing the road in front of my school yesterday how much will it cost to go on holiday to bali can you please help me pick out birthday present for my father president of the united states will be visiting australia next week
97,213,"GRAMMAR QUIZ - 79. a, some or any",2,1800,10,5,8,0.0,10,0,0.0,we need kilo of apples have you got water theres newspaper on the table ive got salad sandwiches for my lunch today i havent got tea can you go to the corner store and buy some more how about cup of coffee there are grapes in the fridge is there orange juice left in the fridge i need money to go shopping we need to buy rolls if you want to make hotdogs for your lunch
98,214,GRAMMAR QUIZ - 80. Interrogative pronouns,2,1800,10,5,8,0.0,10,0,0.0,is the girl in the blue dress is the name of the team in red likes to play pinball at the arcade for did sheila make these cookies of the names did you choose for the puppy completed the assignment the highest ranking official in the united states to did mark lend his video game of the cars is parked in the driveway to should the check be made payable
99,215,GRAMMAR QUIZ - 81. Possessive pronouns,2,1800,10,5,8,0.0,10,0,0.0,mia left notebook on the bus the colorful picture of the flowers is the proud parents brought home new baby girl william strummed guitar and invited everyone to sing the computer quickly stores information on huge memory these warm chocolate chip cookies melt in mouth is seat belt always fastened the fluffy brown puppy is hand shot up when the teacher asked for volunteers i didnt get a cheeseburger so i tasted
100,216,GRAMMAR QUIZ - 82. Phrasal verbs,2,1800,10,5,8,0.0,10,0,0.0,im sorry james isnt at the moment can i take a message weve run sugar could you please buy some more i dont know how you with such noisy brothers it would drive me crazy youve borrowed such a great deal of money from me lately i need to exactly how much you owe me can you the time of the next train to munich that maths exam was incredibly difficult it took me ages to some of the answers i dont mind helping you bake a cake but just make sure you everything when youve finished im broke i have to an idea for making money our teacher told us to our work quietly the government wants to a new scheme to encourage people to start their own businesses
101,217,GRAMMAR QUIZ - 83. Agatha Christie test questions,2,1800,10,5,8,0.0,10,0,0.0,agatha christie lived with family in england agatha christie have a happy marriage agatha christie her husband in 1930 agatha christie was a very successful writer of detective she for eleven days in december 1926 the police found her flat and there was no sign of agatha christie agatha christie wrote more than 80 mysteries and sold 300 million books people all over the world have agatha christies stories agatha christie didnt tell why she disappeared in december 1926 agatha christie wrote her first detective story in 1920 and became very
102,218,"GRAMMAR QUIZ - 84. Conjunctions: and, but, or, so",2,1800,10,5,8,0.0,10,0,0.0,we will visit australia new zealand during our next vacation my teeth were hurting i made an appointment to go the dentist have you seen heard the latest musical by andrew lloyd webber i wanted to go to the rock concert all the tickets were already sold i wanted to eat sushi for dinner i went to a japanese restaurant i wanted to eat fish for lunch the fish and chip shop had closed for the day i am going to do my homework take a shower when i get home from school my father wanted to watch a soccer match on television my mother was already watching another program my brother wanted to buy a novel he went to the book store after he finished work i wanted to visit my grandmother last week she had an accident and had to be taken to hospital
103,219,GRAMMAR QUIZ - 85. Compound words with 'tooth',2,1800,10,5,8,0.0,10,0,0.0,i usually take a to work so i can clean my teeth thoroughly after i have eaten my lunch my wife hates it if i leave the lid off the after i have finished brushing my teeth it is very dangerous for small children to play with my father told me that i will get a if i eat too much chocolate mum can you please buy me a new when you go to the supermarket this afternoon tomorrow i must go to the pharmacy and buy some more my daughter woke up screaming in the middle of the night because she had a terrible nora asked the waiter to bring her a after she had finished eating her dessert i cant seem to find the new tube of that i bought at the supermarket yesterday my old is looking very shaggy i think its about time to buy a new one
104,220,GRAMMAR QUIZ - 86. Beginner Grammar Questions Test (1),2,1800,10,5,8,0.0,10,0,0.0,i wonder how many children going on the school field trip this month every morning i go to work car do you like sushi no i has anyone seen laura to work today i hope youre having a good time like some more tea lets hang out later tonight want to come over after work i was out when you called i went to the store buy some milk i havent talked to nicole recently when you talk to her last we a wonderful time thanks for inviting us over for dinner the forecast isnt good for tomorrow its to rain so dont forget to bring your umbrella
105,221,GRAMMAR QUIZ - 87. Irregular Verbs (1),2,1800,10,5,8,0.0,10,0,0.0,have you your ticket for the concert on friday yet i have numerous plants in my garden this year laurie and tom for the coast on monday morning can you the mirror on that wall please the bridesmaids beautiful lavender colored dresses at the wedding last saturday rose her son to his soccer practice she should be back shortly john steinbeck a number of memorable novels and stories set in california andreas husband is a truck driver he huge semi trailers for a living after looking at a variety of color palettes tammy finally the color for her family room walls luther has to four new tires for his car he wants higher quality tires so they will last longer
106,222,GRAMMAR QUIZ - 88. Postcard: Writer,2,1800,10,5,8,0.0,10,0,0.0,thank you very much the kind letter you sent me about the latest book of published last month many people have not followed the of the story it is however that you have understood it perfectly of course sometimes it is easy to the person who is the murderer from the first few of the book you say you who committed the murder in chapter 10 that makes a writer feel very pleased with because there are 11 chapters in the book as i have your i will send you a copy of my next book
107,223,GRAMMAR QUIZ - 89. Postcard: Winner,2,1800,10,5,8,0.0,10,0,0.0,i am to tell you are very lucky a is waiting for you it is possible you have a lot of money all you have to is to telephone this number the number is 7863452 but you must phone if you wait till tomorrow it will be late you have to a simple question i think you will have no with the question are you for the question it is do you believe this postcard is or just a joke
108,224,GRAMMAR QUIZ - 90. Postcard: Job,2,1800,10,5,8,0.0,10,0,0.0,just to let you know how i am getting in my new job the first day was very hard because i didnt anyone the first week in was terrible because i was very tired slowly the work easier because i knew what to last night we had a party in the the boss came someone i at the party is going to the cinema with me tonight she is very pretty and at all my jokes but the really important is that she is the bosss daughter
109,225,GRAMMAR QUIZ - 91. Postcard: Holiday,2,1800,10,5,8,0.0,10,0,0.0,the hotel is a bit small and so we havent much the from the window is good and we can see the sea its only a small window really and we can only see the sea a good is that the food is excellent the other are all very friendly it has rained all day today and as a result we have all got tomorrow we are going to a medieval castle i do hope the weather home is better than it is here i hope you can pick us at the airport when we come home love to you all and forward to seeing you all again
110,226,GRAMMAR QUIZ - 92. Postcard: France,2,1800,10,5,8,0.0,10,0,0.0,we the ferry very early in the morning to cross to france the sea was very and there were not many waves we the car from the port and stopped at our first hotel nobody spoke english and so we had to speak french to the room for the night at home we a big breakfast as you know but here it is quite as they only have a bread roll and tea or coffee after a few hours we began to very hungry we decided to stop at a restaurant to have a good it was wonderful and we all continued our journey with stomachs our next hotel was much better because they gave us breakfast than we really needed
111,227,GRAMMAR QUIZ - 93. Postcard: Appointment,2,1800,10,5,8,0.0,10,0,0.0,i hope you get this postcard time for you to read it i say this because we are going to next weekend i hope you havent we arranged to see each on friday 20th at 7 in the evening but we didnt arrange the place for the meeting i suggest the best place will be the clock at victoria station i know there are a clocks at the station the one i am about is the very big one near platform 1 you cant it because it is enormous just one final word dont be
112,228,GRAMMAR QUIZ - 94. Weather Test (1),2,1800,10,5,8,0.0,10,0,0.0,if the weather forecast calls for light showers its going to lightly if the weather forecast calls for flurries youre probably going to experience if the weather forecast predicts hail you will likely see some fall from the sky in the northern hemisphere on the grass and plants in the fall is usually a sign that winter is coming a usually consists of heavy snow and strong winds in the winter months sometimes the roads are quite slippery in the winter months because there is on the roadways if you look out the window and its snowing its probably outside its kind of cold today i think im going to bring a sweater because its so if the temperature drops below freezing its below celsius is the season after summer
113,229,GRAMMAR QUIZ - 95. Weather Test (2),2,1800,10,5,8,0.0,10,0,0.0,in the spring birds build nests and the females eggs typically snow starts to in the spring in the summer months people often wear sunglasses to protect their from the suns harsh rays spring is a busy time for farmers because they usually begin to their crops then farmers often put out into their fields to scare away birds that may eat their valuable crops in the fall you can see an array of colored on the trees as the leaves change from green to brown red and yellow in the fall birds south into warmer temperatures because of the oncoming wintry months and very cold temperatures in the fall farmers usually their crops which are fully grown and ready to eat in the summer people usually wear which is a lotion designed to protect their skin from the suns damaging rays in the winter dripping water freezes and forms into long that hang off roof eaves and window ledges
114,230,GRAMMAR QUIZ - 96. Weather Test (3),2,1800,10,5,8,0.0,10,0,0.0,people wear coats and in order to keep warm in the cold winter months as the sun at the end of each day the sky glows with a beautiful array of colors in red yellow orange and pink hues is the month after october and is the eleventh month of the year are people who raise livestock andor crops on large pieces of land are large orange vegetables people harvest them in the fall to make pies for thanksgiving feasts when the weather is cold harsh and quite unpleasant people often say that its in the spring begin to sprout and eventually they will turn into beautiful flowers usually in the spring and summer months many kinds of flowers in the spring after mother birds lay their eggs in their nests baby birds from them in the summer months people often wear and t shirts to keep cool in the hot weather
115,231,GRAMMAR QUIZ - 97. Weather Test (4),2,1800,10,5,8,0.0,10,0,0.0,in the summer many people in north america often go to a scenic spot set up a tent and live outdoors for a short period of time this recreational activity is called in the hot summer months people usually turn on their to keep cool in the high temperatures are open toed shoes that are usually worn in the summer is a recreational sport where people go to lakes rivers and streams in order to catch fish with long poles hooks and bait are annoying insects that penetrate the skin in order to suck blood in north america summer is the season of days and hot temperatures many people take holidays or a in the summer because of the warm weather and beautiful scenery usually it is a scheduled break from school or work a time to relax with family and friends in the summer people often make a cool glass of from freshly squeezed lemons water and sugar they often add some ice cubes to keep it cold fall from the sky in the winter months each one is unique beautiful and intricately designed by mother nature children often pack snow into round shapes in order to make large human sized figures called
116,232,GRAMMAR QUIZ - 98. Weather Test (5),2,1800,10,5,8,0.0,10,0,0.0,the sport of gliding on ice with boots that have sharp metal blades attached to their soles is called the sport of sliding and jumping down snowy hills or slopes on long narrow runners is called in many countries around the world the temperatures drop in the winter months so residents wear clothing like sweaters coats and scarves parents often make for their children in the winter its a drink that is served hot and tastes great because of its sweet dark key ingredient when its a bit cold outside people often say that its an is a temporary or short term period of below average temperatures when its really cold outside and the temperatures are well below zero people often say that its cold in the fall some people harvest plump juicy grapes in order to make an alcoholic beverage called when the temperatures are really high and its very hot outside people often say that its when heavy rain thunder and lightning appear people often say that the weather is
117,233,GRAMMAR QUIZ - 99. Weather Test (6),2,1800,10,5,8,0.0,10,0,0.0,sometimes an arch or arc of color forms after a rain shower commonly known as a rain it is beautiful because it reveals different bands of colors and can be seen for miles in the fall children head to school after a long relaxing summer vacation in north america the coldest season of the year is typically the in north america the warmest season of the year is usually the spring help to moisten or dampen the earth so that flowers and other plants can grow after a long cold winter some animals get ready for winter in the fall by collecting food or building shelter a common animal that collects acorns and other nuts in order to build up a good winter supply of food is a in the hot summer months some people cool by eating delicious juicy watermelons or other cool fruits in the fall the leaves of many trees color beautiful hues of yellow brown red and orange can be admired before they fall to the ground in the early winter months pumpkins are usually harvested in the fall many people carve them into jack olanterns and display them in front of their houses just in time for weather refers to gentle soothing or mild temperatures not extreme or harsh weather conditions
118,234,GRAMMAR QUIZ - 100. Conversations and Comprehension (2),2,1800,10,5,8,0.0,10,0,0.0,police officer were you harmed in any way store clerk no but he had a gun he pointed it at me and then i gave him the money he just took the money and ran police officer can you describe him store clerk yes he had brown hair and was about 6 feet tall he was wearing a blue jacket and blue jeans what happened at the store joe did you like that new movie tim yes it was great i saw it with my wife and my sister but my wife thought it was too violent joe really my wife loved it who thought the movie was too violent brad i have to work on saturday i have to shoot some photos of a waterfall what are you up to jane not much i have to work around the house is beth coming with you brad no shes staying home you should give her a call if you have time whats brads profession laura the college students put on some great theatrical productions in the college auditorium are you going to the performance this weekend tom i think were going on saturday night how about you laura i bought tickets for friday where will the performance take place susan what are you making for thanksgiving dinner this year angie were going to have a vegetarian meal but im not sure about the specific meal plan yet what is angie going to exclude from thanksgiving dinner this year customer hi im looking for some slim cut jeans about size 30 clerk yes we have some right here what color do you want customer i want the darker ones can i try them on clerk sure the fitting rooms are right over there what does the customer want kevin hi im hoping that you can help me with my computer your advertisement says that youre an experienced technician steve sure whats the problem kevin i think i have a virus my laptop is really slow these days and it spontaneously shuts down all the time steve hmmm let me have a look what is steves profession brandie my daughter is really bossy im not sure what i should do about it because shes only a toddler the other day she pushed my friends little boy because he tried to play with one of her toys laurie i think you should take away her toys when she acts like that brandie ive tried but that doesnt seem to work how old is brandies daughter jack im really confused about what the boss expects from me early this morning she told me to focus on the murray account all morning but then an hour later she ordered me to pick up her dry cleaning immediately karen yes shes difficult to work for because she changes her mind very quickly and she mixes personal tasks with business ones all the time what personal task did jacks boss ask him to do customer hi i want a flight and hotel package for two to las vegas next month travel agent ok is that for two adults customer yes my fiance and i are going to finally tie the knot travel agent oh congratulations how exciting what is the customer going to do in las vegas
119,235,GRAMMAR QUIZ - 101. Real Life: Grocery Stores (1),2,1800,10,5,8,0.0,10,0,0.0,people commonly buy at supermarkets after shopping for groceries people usually line up in out lanes to pay for the products in a busy grocery store certain lanes are often designated for customers who only want to buy a small number of items for example there might be a 10 item or less lane a scans all of the groceries and then tells the shoppers how much they have to pay for the groceries they want to buy if a shopper doesnt want to pay with cash heshe can use a credit or card to pay for the groceries before shoppers enter a grocery store they can park their cars in the parking outside fresh fruits and vegetables are commonly found in the section of a grocery store or supermarket cold cuts and sandwich meats are commonly found in the section of grocery stores or supermarkets milk eggs and cheese are commonly found in the section of a grocery store or supermarket the term non refers to food products that do not have to be refrigerated because these foods are not easily susceptible to decay or rot such as rice cereals and canned vegetables
120,236,GRAMMAR QUIZ - 102. Real Life: Grocery Stores (2),2,1800,10,5,8,0.0,10,0,0.0,once a shopper pays for hisher groceries the groceries are put into either plastic or paper before shoppers go to a store they can make shopping to remind them of what food is needed at home while in the grocery store it is difficult to carry many products so shoppers often use shopping so that they can push them around as well as load them up with groceries money saving are often used by customers in order to get discounts at grocery stores various grocery products are separated into different categories so that shoppers can easily find the products they need for example flour sugar and other baking products are located in the same grocery in the produce section of a grocery store people can use to weigh the food they want to buy because a lot of produce items are priced per pound or per kilogram nowadays as people are becoming increasingly aware about the food they eat nearly all products in north america have nutrition on them that indicate how much fat calories and sodium levels are in the products immediately after a shopper pays for hisher groceries the cashier will give each customer a that shows an itemized list of purchased products and indicates all of the items were paid for by the customer people often pay for their groceries with a credit or debit card to do so they must first their cards through an electronic scanning machine the electronic device the creditdebit card information and then proceeds to authorize a payment in order to complete the transaction
121,237,GRAMMAR QUIZ - 103. Real Life: Geography (1),2,1800,10,5,8,0.0,10,0,0.0,there are continents in the world an is a large body of salt water italy france and germany are all located in the continent called the separates the two hemispheres on earth the southern hemisphere and the northern hemisphere the ocean is the largest sea on earth japan is a country located on the continent called the ocean lies between europe and north america brazil is a country located on the continent called switzerland is a located in europe canada is located on the continent called
122,238,GRAMMAR QUIZ - 104. Real Life: Accessories and Clothing (1),2,1800,10,5,8,0.0,10,0,0.0,a person should wear a scarf around hisher in the winter time to keep warm a scarf is a long knitted accessory when riding a motorcycle or bicycle many people wear helmets on their to protect themselves in case of a fall or crash women usually wear pretty bracelets around their these can be made of gold silver or other metals or sometimes they are made of beads both men and women wear shirts on their sandals are usually worn in warm weather because they are open toed and worn on a persons i wear my wedding ring on my this signifies my marriage and the promise my husband and i made to each other on our wedding day whenever we go to a fancy restaurant my husband wears a tie around his ties come in various colors and are often made of silk people often wear belts around their belts are most often made of leather when its chilly outside i often wear a warm hat on my my favorite hat matches my scarf shoes are worn on a persons they come in various shapes sizes and colors
123,239,GRAMMAR QUIZ - 105. Real Life: Accessories and Clothing (2),2,1800,10,5,8,0.0,10,0,0.0,when my husband wears a shirt and tie he tucks his tie into his this part of a shirt goes around his neck when its cold outside i wear leather on my hands to keep them warm i often wear sunglasses when its really sunny in order to protect my from the suns harsh glare my husband bought me a beautiful pearl that i wear around my neck on special occasions my mother wears reading because her eyes cant focus on the small print in books newspapers magazines etc i like to wear light pink on my nails i carefully put it on and then wait for it to dry i like to wear wool on my feet in the winter time because they are so warm i just bought a pair of silver i got my ears pierced many years ago and these are going to look great i bought my husband a warm pair of indoor for christmas now he can put them on his feet first thing in the morning when the floors are a little chilly in colder areas children often wear knitted on their hands in order to keep them warm in the winter time
124,240,GRAMMAR QUIZ - 106. Real Life: Occupations (1),2,1800,10,5,8,0.0,10,0,0.0,my father is a master he constructs houses and works with many tradesmen and architects on different job sites laura is a she instructs students corrects homework and makes lesson plans every day in the summer she gets a long holiday but starts up again in september samantha is a she serves food and drinks to customers everyday my sister is a she works in a bank and assists customers who want to borrow money she provides them with interest rates and creates credit agreements chris is a he makes delicious food for customers who come into the restaurant ramona is a she examines patients teeth and treats them for various dental problems she also gives them information about proper dental hygiene james is a he treats patients who have mental illnesses and disorders sometimes he prescribes medication in order to help them cope with their emotional and mental difficulties robert is a he picks people up in his car and drives them to various places he works in a busy city and he gets paid by running a meter in his car randy is a he drives a very large truck and transports many products from state to state the vehicles he uses are also called semi or long haul trucks my uncle is a he delivers mail to people everyday he works for the government and gets a lot of exercise because he walks to individual mailboxes on his daily route
125,241,GRAMMAR QUIZ - 107. Real Life: Occupations (2),2,1800,10,5,8,0.0,10,0,0.0,my friend is a school driver she picks up children on her daily route she drives them to school safely in the morning and then she picks them up again in the afternoon once theyve finished school dave is a person he delivers packages to businesses in the downtown area everyday sometimes i see him riding on his bike as he tries to get his packages delivered in a timely manner josephine is a bank she works in a bank and she is usually the first person customers see when they walk through the door she helps people with deposits withdrawals and other daily banking needs isaac is a he works for the city and puts out fires he rides in a large truck that has long water hoses and other important equipment so he can extinguish fires my uncle is a train he is the supervisor and rides at the back of the train he is there to ensure that the train runs properly and on time mike is a he works in a school and cleans up after the students he makes sure that all of the classrooms hallways and desks are clean for the students and teachers each day sometimes he is also called a custodian sarah is a she handles all of the correspondence for the manager in her office she is also responsible for the filing and meeting arrangements as well as other clerical duties such as answering the phone her position is also known as an administrative assistant henry cuts mens hair at the small shop that he owns he is a and has had some regular customers for years keith is a he is an enlisted member of the armed forces and he serves and protects his country under the command of a sergeant krista is a professional she mainly works for the ballet company in her city she takes part in beautiful performances twice a year and also teaches ballet to young girls on a weekly basis
126,242,GRAMMAR QUIZ - 108. Real Life: Transportation (1),2,1800,10,5,8,0.0,10,0,0.0,sally went downtown last week first she walked out of her house and then she had to cross the street on foot at the then she continued to walk to the bus in order to wait for the bus because she doesnt have a car after she got onto the bus the bus driver stopped at a light because the light was red then she got off the bus and went window shopping on this means that she walked while walking up and down the streets sally saw a man park his car in the underground parking near a big department store she also saw a woman park her car on the street then the woman put some coins into the parking so she wouldnt get a ticket a lot of big cities have strict parking rules on the other side of the street she saw a lot of walking across the street when the light turned green at that same she noticed that all of the cars stopped and waited while the people crossed the street because the light was red for the cars she also saw another woman get out of a this is a car service that picks people up from various locations and drives them to other areas for a metered price this service is also called a cab system sally got tired all of a sudden and decided to go home however this time she caught the this is an underground train or railway system that quickly transports people to various stops along long rail line systems in big cities
